4.000000000000001332e-01,2.999999999999998224e-01,6.999999999999999556e-01
4.000000000000001332e-01,5.299999999999999822e+00,6.999999999999999556e-01
4.500000000000001221e-01,5.299999999999999822e+00,6.999999999999999556e-01
4.500000000000001221e-01,2.999999999999998224e-01,6.999999999999999556e-01
5.000000000000001110e-01,2.999999999999998224e-01,6.999999999999999556e-01
5.000000000000001110e-01,5.299999999999999822e+00,6.999999999999999556e-01
5.500000000000001554e-01,5.299999999999999822e+00,6.999999999999999556e-01
5.500000000000001554e-01,2.999999999999998224e-01,6.999999999999999556e-01
6.000000000000001998e-01,2.999999999999998224e-01,6.999999999999999556e-01
6.000000000000001998e-01,5.299999999999999822e+00,6.999999999999999556e-01
6.500000000000002442e-01,5.299999999999999822e+00,6.999999999999999556e-01
6.500000000000002442e-01,2.999999999999998224e-01,6.999999999999999556e-01
7.000000000000002887e-01,2.999999999999998224e-01,6.999999999999999556e-01
7.000000000000002887e-01,5.299999999999999822e+00,6.999999999999999556e-01
7.500000000000003331e-01,5.299999999999999822e+00,6.999999999999999556e-01
7.500000000000003331e-01,2.999999999999998224e-01,6.999999999999999556e-01
8.000000000000003775e-01,2.999999999999998224e-01,6.999999999999999556e-01
8.000000000000003775e-01,5.299999999999999822e+00,6.999999999999999556e-01
8.500000000000004219e-01,5.299999999999999822e+00,6.999999999999999556e-01
8.500000000000004219e-01,2.999999999999998224e-01,6.999999999999999556e-01
9.000000000000004663e-01,2.999999999999998224e-01,6.999999999999999556e-01
9.000000000000004663e-01,5.299999999999999822e+00,6.999999999999999556e-01
9.500000000000005107e-01,5.299999999999999822e+00,6.999999999999999556e-01
9.500000000000005107e-01,2.999999999999998224e-01,6.999999999999999556e-01
1.000000000000000444e+00,2.999999999999998224e-01,6.999999999999999556e-01
1.000000000000000444e+00,5.299999999999999822e+00,6.999999999999999556e-01
1.050000000000000488e+00,5.299999999999999822e+00,6.999999999999999556e-01
1.050000000000000488e+00,2.999999999999998224e-01,6.999999999999999556e-01
1.100000000000000533e+00,2.999999999999998224e-01,6.999999999999999556e-01
1.100000000000000533e+00,5.299999999999999822e+00,6.999999999999999556e-01
1.150000000000000577e+00,5.299999999999999822e+00,6.999999999999999556e-01
1.150000000000000577e+00,2.999999999999998224e-01,6.999999999999999556e-01
1.200000000000000622e+00,2.999999999999998224e-01,6.999999999999999556e-01
1.200000000000000622e+00,5.299999999999999822e+00,6.999999999999999556e-01
1.250000000000000666e+00,5.299999999999999822e+00,6.999999999999999556e-01
1.250000000000000666e+00,2.999999999999998224e-01,6.999999999999999556e-01
1.300000000000000711e+00,2.999999999999998224e-01,6.999999999999999556e-01
1.300000000000000711e+00,5.299999999999999822e+00,6.999999999999999556e-01
1.350000000000000755e+00,5.299999999999999822e+00,6.999999999999999556e-01
1.350000000000000755e+00,2.999999999999998224e-01,6.999999999999999556e-01
1.400000000000000799e+00,2.999999999999998224e-01,6.999999999999999556e-01
1.400000000000000799e+00,5.299999999999999822e+00,6.999999999999999556e-01
1.450000000000000844e+00,5.299999999999999822e+00,6.999999999999999556e-01
1.450000000000000844e+00,2.999999999999998224e-01,6.999999999999999556e-01
1.500000000000000888e+00,2.999999999999998224e-01,6.999999999999999556e-01
1.500000000000000888e+00,5.299999999999999822e+00,6.999999999999999556e-01
1.550000000000000933e+00,5.299999999999999822e+00,6.999999999999999556e-01
1.550000000000000933e+00,2.999999999999998224e-01,6.999999999999999556e-01
1.600000000000000977e+00,2.999999999999998224e-01,6.999999999999999556e-01
1.600000000000000977e+00,5.299999999999999822e+00,6.999999999999999556e-01
1.650000000000001021e+00,5.299999999999999822e+00,6.999999999999999556e-01
1.650000000000001021e+00,2.999999999999998224e-01,6.999999999999999556e-01
1.700000000000001066e+00,2.999999999999998224e-01,6.999999999999999556e-01
1.700000000000001066e+00,5.299999999999999822e+00,6.999999999999999556e-01
1.750000000000001110e+00,5.299999999999999822e+00,6.999999999999999556e-01
1.750000000000001110e+00,2.999999999999998224e-01,6.999999999999999556e-01
1.800000000000001155e+00,2.999999999999998224e-01,6.999999999999999556e-01
1.800000000000001155e+00,5.299999999999999822e+00,6.999999999999999556e-01
1.850000000000001199e+00,5.299999999999999822e+00,6.999999999999999556e-01
1.850000000000001199e+00,2.999999999999998224e-01,6.999999999999999556e-01
1.900000000000001243e+00,2.999999999999998224e-01,6.999999999999999556e-01
1.900000000000001243e+00,5.299999999999999822e+00,6.999999999999999556e-01
1.950000000000001288e+00,5.299999999999999822e+00,6.999999999999999556e-01
1.950000000000001288e+00,2.999999999999998224e-01,6.999999999999999556e-01
2.000000000000001332e+00,2.999999999999998224e-01,6.999999999999999556e-01
2.000000000000001332e+00,5.299999999999999822e+00,6.999999999999999556e-01
2.050000000000001155e+00,5.299999999999999822e+00,6.999999999999999556e-01
2.050000000000001155e+00,2.999999999999998224e-01,6.999999999999999556e-01
2.100000000000000977e+00,2.999999999999998224e-01,6.999999999999999556e-01
2.100000000000000977e+00,5.299999999999999822e+00,6.999999999999999556e-01
2.150000000000000799e+00,5.299999999999999822e+00,6.999999999999999556e-01
2.150000000000000799e+00,2.999999999999998224e-01,6.999999999999999556e-01
2.200000000000000622e+00,2.999999999999998224e-01,6.999999999999999556e-01
2.200000000000000622e+00,5.299999999999999822e+00,6.999999999999999556e-01
2.250000000000000444e+00,5.299999999999999822e+00,6.999999999999999556e-01
2.250000000000000444e+00,2.999999999999998224e-01,6.999999999999999556e-01
2.300000000000000266e+00,2.999999999999998224e-01,6.999999999999999556e-01
2.300000000000000266e+00,5.299999999999999822e+00,6.999999999999999556e-01
2.350000000000000089e+00,5.299999999999999822e+00,6.999999999999999556e-01
2.350000000000000089e+00,2.999999999999998224e-01,6.999999999999999556e-01
2.399999999999999911e+00,2.999999999999998224e-01,6.999999999999999556e-01
2.399999999999999911e+00,5.299999999999999822e+00,6.999999999999999556e-01
2.449999999999999734e+00,5.299999999999999822e+00,6.999999999999999556e-01
2.449999999999999734e+00,2.999999999999998224e-01,6.999999999999999556e-01
2.499999999999999556e+00,2.999999999999998224e-01,6.999999999999999556e-01
2.499999999999999556e+00,5.299999999999999822e+00,6.999999999999999556e-01
2.549999999999999378e+00,5.299999999999999822e+00,6.999999999999999556e-01
2.549999999999999378e+00,2.999999999999998224e-01,6.999999999999999556e-01
2.599999999999999201e+00,2.999999999999998224e-01,6.999999999999999556e-01
2.599999999999999201e+00,5.299999999999999822e+00,6.999999999999999556e-01
2.649999999999999023e+00,5.299999999999999822e+00,6.999999999999999556e-01
2.649999999999999023e+00,2.999999999999998224e-01,6.999999999999999556e-01
2.699999999999998845e+00,2.999999999999998224e-01,6.999999999999999556e-01
2.699999999999998845e+00,5.299999999999999822e+00,6.999999999999999556e-01
2.749999999999998668e+00,5.299999999999999822e+00,6.999999999999999556e-01
2.749999999999998668e+00,2.999999999999998224e-01,6.999999999999999556e-01
2.799999999999998490e+00,2.999999999999998224e-01,6.999999999999999556e-01
